Old IRI	New ID	Label	Term Type
http://purl.obolibrary.org/obo/obi.owl#class_0000039	http://purl.obolibrary.org/obo/OBI_0001880	organization of specimen provider principal investigator	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000047	http://purl.obolibrary.org/obo/OBI_0001881	organization of Bioinformatics Resource Center contact person	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000034	http://purl.obolibrary.org/obo/OBI_0001882	target material in specimen specification	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000046	http://purl.obolibrary.org/obo/OBI_0001883	Bioinformatics Resource Center contact person	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000033	http://purl.obolibrary.org/obo/OBI_0001884	specimen-based scope of investigation specification	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000049	http://purl.obolibrary.org/obo/OBI_0001885	specimen repository organization	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000032	http://purl.obolibrary.org/obo/OBI_0001886	NIAID GSCID-BRC alternative term	AnnotationProperty
http://purl.obolibrary.org/obo/obi.owl#class_0000048	http://purl.obolibrary.org/obo/OBI_0001887	email address of Bioinformatics Resource Center contact person	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000043	http://purl.obolibrary.org/obo/OBI_0001888	sequencing facility contact person	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000038	http://purl.obolibrary.org/obo/OBI_0001889	specimen provider principal investigator	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000056	http://purl.obolibrary.org/obo/OBI_0001890	email address of specimen collector	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000042	http://purl.obolibrary.org/obo/OBI_0001891	sequencing facility organization	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000037	http://purl.obolibrary.org/obo/OBI_0001892	specification of data to be generated in an investigation	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000055	http://purl.obolibrary.org/obo/OBI_0001893	organization of specimen collector	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000045	http://purl.obolibrary.org/obo/OBI_0001894	email address of sequencing facility contact person	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000054	http://purl.obolibrary.org/obo/OBI_0001895	specimen collector	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000036	http://purl.obolibrary.org/obo/OBI_0001896	investigation assay specification	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000044	http://purl.obolibrary.org/obo/OBI_0001897	organization of sequencing facility contact person	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000053	http://purl.obolibrary.org/obo/OBI_0001898	comment on investigation	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000035	http://purl.obolibrary.org/obo/OBI_0001899	target capture specification	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000050	http://purl.obolibrary.org/obo/OBI_0001900	specimen identifier assigned by specimen repository	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000051	http://purl.obolibrary.org/obo/OBI_0001901	specimen identifier assigned by sequencing facility	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000052	http://purl.obolibrary.org/obo/OBI_0001902	sample preparation for sequencing assay	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000040	http://purl.obolibrary.org/obo/OBI_0001903	email address of specimen provider principal investigator	Class
http://purl.obolibrary.org/obo/obi.owl#class_0000041	http://purl.obolibrary.org/obo/OBI_0001904	sequencing service	Class
