Old IRI	New ID	Label	Term Type
http://purl.obolibrary.org/obo/obi.owl/class_0143	http://purl.obolibrary.org/obo/OBI_0001855	Nimblegen	NamedIndividual
http://purl.obolibrary.org/obo/obi.owl/class_0144	http://purl.obolibrary.org/obo/OBI_0001856	Pacific Biosciences	NamedIndividual
http://purl.obolibrary.org/obo/obi.owl/class_0145	http://purl.obolibrary.org/obo/OBI_0001860	NanoString Technologies	NamedIndividual
http://purl.obolibrary.org/obo/obi.owl/class_0146	http://purl.obolibrary.org/obo/OBI_0001865	array	Class
http://purl.obolibrary.org/obo/obi.owl/class_0147	http://purl.obolibrary.org/obo/OBI_0001869	BeadChip	Class
http://purl.obolibrary.org/obo/obi.owl/class_0148	http://purl.obolibrary.org/obo/OBI_0001870	methylation BeadChip	Class
	http://purl.obolibrary.org/obo/OBI_0002000	Genome Analyzer IIx	Class
	http://purl.obolibrary.org/obo/OBI_0002001	HiSeq 2000	Class
	http://purl.obolibrary.org/obo/OBI_0002002	HiSeq 2500	Class
	http://purl.obolibrary.org/obo/OBI_0002003	MiSeq	Class
	http://purl.obolibrary.org/obo/OBI_0002004	Methylation 450K BeadChip	Class
	http://purl.obolibrary.org/obo/OBI_0002005	Methylation 27K BeadChip	Class
	http://purl.obolibrary.org/obo/OBI_0002006	1M-Duo Infinium HD BeadChip	Class
	http://purl.obolibrary.org/obo/OBI_0002007	SOLiD 3 Plus System	Class
	http://purl.obolibrary.org/obo/OBI_0002008	Mouse 385K Whole Genome CGH Tiling Array	Class
	http://purl.obolibrary.org/obo/OBI_0002009	Mouse 3x720K Whole Genome CGH Tiling Array	Class
	http://purl.obolibrary.org/obo/OBI_0002010	Human 3x720K Whole Genome CGH Tiling Array	Class
	http://purl.obolibrary.org/obo/OBI_0002011	Human 2.1M Whole-Genome CGH Tiling Array v2.0	Class
	http://purl.obolibrary.org/obo/OBI_0002012	PacBio RS II	Class
	http://purl.obolibrary.org/obo/OBI_0002013	nCounter Human V2 miRNA Expression array	Class
