Old IRI	New ID	Label	Term Type
	http://purl.obolibrary.org/obo/OBI_0002020	epigenetic modification assay	Class
	http://purl.obolibrary.org/obo/OBI_0002021	NextSeq 500	Class
	http://purl.obolibrary.org/obo/OBI_0002022	HiSeq 1000	Class
	http://purl.obolibrary.org/obo/OBI_0002023	Human Genome U133 Plus 2.0 tiling array	Class
	http://purl.obolibrary.org/obo/OBI_0002024	SOLiD 4 System	Class
	http://purl.obolibrary.org/obo/OBI_0002025	Human Exon 1.0 ST tilling array	Class
	http://purl.obolibrary.org/obo/OBI_0002026	Human Genome U133 tiling array	Class
	http://purl.obolibrary.org/obo/OBI_0002027	Genome Analyzer IIe	Class
	http://purl.obolibrary.org/obo/OBI_0002028	SAGE ditag library preparation	Class
	http://purl.obolibrary.org/obo/OBI_0002029	serial analysis of gene expression	Class
	http://purl.obolibrary.org/obo/OBI_0002030	genotyping by tiling array	Class
	http://purl.obolibrary.org/obo/OBI_0002031	genotyping by SNP array	Class
	http://purl.obolibrary.org/obo/OBI_0002032	parallel analysis of RNA structure	Class
	http://purl.obolibrary.org/obo/OBI_0002033	translation-associated transcript leader sequencing	Class
	http://purl.obolibrary.org/obo/OBI_0002034	transcript leader sequencing	Class
	http://purl.obolibrary.org/obo/OBI_0002035	peptide mass fingerprinting	Class
	http://purl.obolibrary.org/obo/OBI_0002036	array based nucleic acid structure mapping assay	Class
	http://purl.obolibrary.org/obo/OBI_0002037	micrococcal nuclease digestion followed by tiling array assay	Class
	http://purl.obolibrary.org/obo/OBI_0002038	ribosomal profiling by sequencing assay	Class
	http://purl.obolibrary.org/obo/OBI_0002039	assay for transposase-accessible chromatin using sequencing	Class
	http://purl.obolibrary.org/obo/OBI_0002040	chromatin isolation by RNA purification sequencing assay	Class
	http://purl.obolibrary.org/obo/OBI_0002041	self-transcribing active regulatory region sequencing assay	Class
	http://purl.obolibrary.org/obo/OBI_0002042	carbon-copy chromosome conformation capture assay followed by sequencing assay	Class
	http://purl.obolibrary.org/obo/OBI_0002043	individual-nucleotide resolution cross-linking and immunoprecipitation sequencing assay	Class
	http://purl.obolibrary.org/obo/OBI_0002044	RNA Bind-n-Seq assay	Class
	http://purl.obolibrary.org/obo/OBI_0002045	poly(A)-site sequencing assay	Class
	http://purl.obolibrary.org/obo/OBI_0002046	surface plasmon resonance sensor chip	Class
	http://purl.obolibrary.org/obo/OBI_0002047	enzyme-linked antibody	Class
