Old IRI	New ID	Label	Term Type
http://purl.obolibrary.org/obo/IAO_0000605	http://purl.obolibrary.org/obo/OBI_0001927	specifies value of	Object Property 
http://purl.obolibrary.org/obo/obi.owl#selection_process	http://purl.obolibrary.org/obo/OBI_0001928	selection process	Class
http://purl.obolibrary.org/obo/IAO_0000604	http://purl.obolibrary.org/obo/OBI_0001929	mass value specification	Class
http://purl.obolibrary.org/obo/IAO_0000603	http://purl.obolibrary.org/obo/OBI_0001930	categorical value specification	Class
http://purl.obolibrary.org/obo/IAO_0000602	http://purl.obolibrary.org/obo/OBI_0001931	scalar value specification	Class
http://purl.obolibrary.org/obo/IAO_0000606	http://purl.obolibrary.org/obo/OBI_0001932	comparing prediction to measurement	Class
http://purl.obolibrary.org/obo/IAO_0000601	http://purl.obolibrary.org/obo/OBI_0001933	value specification	Class
http://purl.obolibrary.org/obo/IAO_0000600	http://purl.obolibrary.org/obo/OBI_0001934	predicted value	Class
http://purl.obolibrary.org/obo/IAO_0000610	http://purl.obolibrary.org/obo/OBI_0001935	predicted mass value	Class 

