Old IRI	New ID	Label	Term Type
	OBI:0002123	IHC slide staining	Class
	OBI:0002124	H&E slide staining	Class
	OBI:0002125	H&E-stained fixed tissue slide specimen	Class
	OBI:0002126	IHC-stained fixed tissue slide specimen	Class
	OBI:0002127	single cell specimen	Class
	OBI:0002128	Illumina Genome Analyzer	Class
	OBI:0002129	Illumina HiSeq X Ten	Class
	OBI:0002130	Illumina Infinium Omni5Exome-4 Kit	Class
	OBI:0002131	Illumina Infinium MethylationEPIC BeadChip	Class
	OBI:0002132	pulse stable isotope labeling by amino acids in cell culture	Class
	CHMO:0000087	fluorescence microscopy	Class
	CHMO:0000089	confocal fluorescence microscopy	Class
	CHMO:0000102	light microscopy	Class
	CHMO:0000701	liquid chromatography-tandem mass spectrometry	Class
