Old IRI	New ID	Label	Term Type
http://purl.obolibrary.org/obo/obi.owl/class_0149	http://purl.obolibrary.org/obo/OBI_0001871	LSRFortessa X-20	Class
http://purl.obolibrary.org/obo/obi.owl/class_0151	http://purl.obolibrary.org/obo/OBI_0001872	sequence assembly process	Class
http://purl.obolibrary.org/obo/obi.owl#number_of_errors	http://purl.obolibrary.org/obo/OBI_0001873	number of errors	Class
http://purl.obolibrary.org/obo/obi.owl#random_access_memory_size	http://purl.obolibrary.org/obo/OBI_0001874	random access memory size	Class
http://purl.obolibrary.org/obo/obi.owl#RAM	http://purl.obolibrary.org/obo/OBI_0001877	random access memory	Class
http://purl.obolibrary.org/obo/obi.owl#computation_run_time	http://purl.obolibrary.org/obo/OBI_0001913	computation run time	Class
http://purl.obolibrary.org/obo/obi.owl#genome_coverage	http://purl.obolibrary.org/obo/OBI_0001939	genome coverage	Class
http://purl.obolibrary.org/obo/obi.owl#N50	http://purl.obolibrary.org/obo/OBI_0001940	N50	Class
http://purl.obolibrary.org/obo/obi.owl#contig_N50	http://purl.obolibrary.org/obo/OBI_0001941	contig N50	Class
http://purl.obolibrary.org/obo/obi.owl/class_0154	http://purl.obolibrary.org/obo/OBI_0001942	grant agency	Class
http://purl.obolibrary.org/obo/obi.owl/class_0153	http://purl.obolibrary.org/obo/OBI_0001943	software pipeline	Class
http://purl.obolibrary.org/obo/obi.owl/class_0152	http://purl.obolibrary.org/obo/OBI_0001944	sequence annotation	Class
http://purl.obolibrary.org/obo/obi.owl#scaffold_N50	http://purl.obolibrary.org/obo/OBI_0001945	scaffold N50	Class
