Old IRI	New ID	Label	Term Type
http://purl.obolibrary.org/obo/obi.owl#ISA_alternative_term	http://purl.obolibrary.org/obo/OBI_0001847	ISA alternative term	AnnotationProperty
http://purl.obolibrary.org/obo/obi.owl#Class_0000026	http://purl.obolibrary.org/obo/OBI_0001848	chromatin interaction analysis by paired-end tag sequencing	Class
http://purl.obolibrary.org/obo/obi.owl#Class_0000024	http://purl.obolibrary.org/obo/OBI_0001849	structural analysis by paired-end tag sequencing	Class
http://purl.obolibrary.org/obo/obi.owl#Class_0000025	http://purl.obolibrary.org/obo/OBI_0001850	transcript analysis by paired-end tag sequencing	Class
http://purl.obolibrary.org/obo/obi.owl#Class_0000022	http://purl.obolibrary.org/obo/OBI_0001851	transcription start site identification objective	Class
http://purl.obolibrary.org/obo/obi.owl#Class_0000023	http://purl.obolibrary.org/obo/OBI_0001852	paired-end library preparation	Class
http://purl.obolibrary.org/obo/obi.owl#Class_0000020	http://purl.obolibrary.org/obo/OBI_0001853	DNase I hypersensitive sites sequencing assay	Class
http://purl.obolibrary.org/obo/obi.owl#Class_0000021	http://purl.obolibrary.org/obo/OBI_0001854	protein and RNA interaction identification objective	Class
http://purl.obolibrary.org/obo/obi.owl#cell_line	http://purl.obolibrary.org/obo/OBI_0001855	cell line culture	Class
http://purl.obolibrary.org/obo/obi.owl#maintaining_suspension_cell_culture	http://purl.obolibrary.org/obo/OBI_0001856	maintaining suspension cell culture	Class
http://purl.obolibrary.org/obo/obi.owl#Class_00000203	http://purl.obolibrary.org/obo/OBI_0001857	RNP (ribonuclear particle) immunoprecipitation high- throughput sequencing assay	Class
http://purl.obolibrary.org/obo/obi.owl#Class_00000202	http://purl.obolibrary.org/obo/OBI_0001858	cross-linking immunoprecipitation high-throughput sequencing assay	Class
http://purl.obolibrary.org/obo/obi.owl#Class_00000201	http://purl.obolibrary.org/obo/OBI_0001859	formaldehyde-assisted isolation of regulatory elements assay	Class
http://purl.obolibrary.org/obo/obi.owl#mortal_cell_line	http://purl.obolibrary.org/obo/OBI_0001860	mortal cell line	Class
http://purl.obolibrary.org/obo/obi.owl#Class_00000207	http://purl.obolibrary.org/obo/OBI_0001861	methylation-sensitive restriction enzyme sequencing assay	Class
http://purl.obolibrary.org/obo/obi.owl#Class_00000206	http://purl.obolibrary.org/obo/OBI_0001862	reduced representation bisulfite sequencing assay	Class
http://purl.obolibrary.org/obo/obi.owl#Class_00000205	http://purl.obolibrary.org/obo/OBI_0001863	shotgun bisulfite-seq assay	Class
http://purl.obolibrary.org/obo/obi.owl#Class_00000204	http://purl.obolibrary.org/obo/OBI_0001864	RNA Annotation and Mapping of Promoters for the Analysis of Gene Expression assay	Class
http://purl.obolibrary.org/obo/obi.owl#primary_cell_culture	http://purl.obolibrary.org/obo/OBI_0001865	primary cell culture	Class
http://purl.obolibrary.org/obo/obi.owl#secondary_cultured_cell	http://purl.obolibrary.org/obo/OBI_0001866	secondary cultured cell	Class
http://purl.obolibrary.org/obo/obi.owl#establishing_cell_line	http://purl.obolibrary.org/obo/OBI_0001867	establishing cell line	Class
http://purl.obolibrary.org/obo/obi.owl#genetic_material	http://purl.obolibrary.org/obo/OBI_0001868	genetic material	Class
http://purl.obolibrary.org/obo/obi.owl#immortal_cell_line	http://purl.obolibrary.org/obo/OBI_0001869	immortal cell line	Class
http://purl.obolibrary.org/obo/obi.owl#cell_culture	http://purl.obolibrary.org/obo/OBI_0001870	cell culture	Class
http://purl.obolibrary.org/obo/obi.owl#maintaining_adherent_cell_culture	http://purl.obolibrary.org/obo/OBI_0001871	maintaining adherent cell culture	Class
http://purl.obolibrary.org/obo/obi.owl#actively_cultured_cell	http://purl.obolibrary.org/obo/OBI_0001872	actively cultured cell	Class
http://purl.obolibrary.org/obo/obi.owl#mortal_cell_line_sample	http://purl.obolibrary.org/obo/OBI_0001873	mortal cell line sample	Class
http://purl.obolibrary.org/obo/obi.owl#maintaining_mixed_adherent_and_suspension_cell_culture	http://purl.obolibrary.org/obo/OBI_0001874	maintaining mixed adherent and suspension cell culture	Class
http://purl.obolibrary.org/obo/obi.owl#immune_cell_culture_portion	http://purl.obolibrary.org/obo/OBI_0001875	immune cell culture sample	Class
http://purl.obolibrary.org/obo/obi.owl#active_cell_culture_sample	http://purl.obolibrary.org/obo/OBI_0001876	active cell culture sample	Class
http://purl.obolibrary.org/obo/obi.owl#secondary_cell_culture	http://purl.obolibrary.org/obo/OBI_0001877	secondary cell culture	Class
http://purl.obolibrary.org/obo/obi.owl#establishing_primary_cell_culture	http://purl.obolibrary.org/obo/OBI_0001878	establishing primary cell culture	Class
